participant_id,assignment,total_videos,total_adjusted_videos,playlist_videos,all_ai_videos,ai_adjusted_videos,share_ai_adjusted_videos,total_watch_time,total_adjusted_watch_time,playlist_watch_time,all_ai_watch_time,ai_adjusted_watch_time,share_ai_adjusted_watch_time
fdb5784192ad35049dc9bfacc19b6a7b9333d974f15b51caa1c695ae51327cc1,Control,73,73,0,0,0,0.0,109698.40600000002,109698.40600000002,0.0,0.0,0.0,0.0
5b7ab1cc1fdece4fedb8fe7b6582e0d3b2adbac8dce18df3413fd152471d2320,Control,28,28,0,1,1,0.03571428571428571,32106.857,32106.857,0.0,33.888,33.888,0.0010554754705513528
55994a723434cbfb0845d55bfe4c5dde74cd567702691226e6fb10019e5a1f60,Control,40,40,0,0,0,0.0,23819.762,23819.762,0.0,0.0,0.0,0.0
a155d37a45ba76adb6582c15757bb42369bfdbcc45e96f92b8a01544b6651fcc,Treatment,27,27,0,0,0,0.0,13681.017,13681.017,0.0,0.0,0.0,0.0
7ae9ec4376f913bd5b2adf7278894749f7d3a85830badaf761eb76cd7165e327,Treatment,39,39,0,0,0,0.0,74488.371,74488.371,0.0,0.0,0.0,0.0
47fe147153cb7590170d4296e92af071ea1c2d6f5883c16e065bf871b438d5f3,Treatment,2387,2387,0,25,25,0.010473397570171765,101276.302,101276.302,0.0,1585.313,1585.313,0.01565334603153263
8a48e77b991639df127a081b09f19fb00482c6e66a41b605f5774fb4b45186ff,Control,76,76,0,2,2,0.02631578947368421,21196.842,21196.842,0.0,557.7719999999999,557.7719999999999,0.02631391978106927
00d75f00f03923c234134194b5313f73ed48246757d1056cee1d3acbbf5c401d,Control,20,20,0,0,0,0.0,120529.42,120529.42,0.0,0.0,0.0,0.0
e5b6cb8d603dd649055196310b74940db7f022dda23fa51f486bfcb2fbba1538,Treatment,72,72,0,2,2,0.027777777777777776,103050.888,103050.888,0.0,5608.866,5608.866,0.05442811904735843
f818c2a643508bf571f28399356cf86bd236f7279b3c13682c9b36f9e2558c09,Treatment,12,12,0,0,0,0.0,3007.68,3007.68,0.0,0.0,0.0,0.0
b9b3761df447eefa4a6e091755572083ec72cdc8195d3a44392618dddcb36589,Control,227,227,0,1,1,0.004405286343612335,141220.676,141220.676,0.0,115.0,115.0,0.0008143283494833291
6a9dd3235eb51cce14e71c429c2c25b4d9f47a0e9f402321ad5e0dc53b1bf2b5,Control,310,310,0,1,1,0.0032258064516129032,69751.736,69751.736,0.0,2.3,2.3,3.2974089705810325e-05
80ddc35e374a2577999befb84829f6cd9f1456453af02b78bc14011787cd8801,Treatment,36,36,0,2,2,0.05555555555555555,177493.952,177493.952,0.0,40.819,40.819,0.00022997403314339412
05bf912281ebbb4f2cfa38c876a5a8e07cbee381e9ff28a5d00c9366347b4963,Treatment,72,72,0,0,0,0.0,4974.43,4974.43,0.0,0.0,0.0,0.0
3163550b5d889b401b0e77504515ada94d0c9903649fa3bf84ea6d0c904e9674,Control,3392,3392,0,9,9,0.0026533018867924527,131593.802,131593.802,0.0,23.778000000000002,23.778000000000002,0.00018069240069528504
79a75fa21aa35d74c1863543f3a543620406ba451b6dd749c957162ec5fd1de6,Control,40,40,0,0,0,0.0,17559.856,17559.856,0.0,0.0,0.0,0.0
217d89a12554277f1bf1194e21b7e83708d9d4c5ab83966119e1952603cc4033,Control,68,68,0,1,1,0.014705882352941176,9246.92,9246.92,0.0,697.0,697.0,0.07537644967189075
d5d1c001cfed8e6c1bfbef72e54067f2ff7339f060f74ad32b47c43639ca1890,Treatment,113,113,0,0,0,0.0,167486.932,167486.932,0.0,0.0,0.0,0.0
51082bbf39ff4e7f06ad6e068576e206155d45974cc48bf78608ada9bf416e8e,Control,831,831,0,13,13,0.015643802647412757,237901.89299999998,237901.89299999998,0.0,1259.214,1259.214,0.005292996975017765
14d84ac632a761d7c695fdcbb09c87bceefd138409eb697bc7401103ac3e3567,Control,1607,1607,0,11,11,0.006845052893590542,124371.431,124371.431,0.0,243.971,243.971,0.0019616321693685427
6c1eb8623b18c19cc79ab4827e6bd999162d79dd131aef22370114c675f49b82,Control,211,211,0,0,0,0.0,167530.74599999998,167530.74599999998,0.0,0.0,0.0,0.0
6f8c7c630aacfeaa49a8fc80d4a250759b2ef57d1bb150dd2dbbc2b29ea0e76a,Treatment,99,99,0,2,2,0.020202020202020204,40305.653,40305.653,0.0,132.0,132.0,0.0032749748527830577
c31093ced71123260f0ae17798ae78a86e354436c8f29da69d0ebe3f82240e29,Treatment,353,353,0,1,1,0.0028328611898017,152759.435,152759.435,0.0,376.0,376.0,0.0024613864276206575
b9ac19c10f0e2d4d5bf4f4b7ac0c2bba17f216a8b5d0ad4b8bd1556f9ac690af,Treatment,171,171,0,8,8,0.04678362573099415,104189.078,104189.078,0.0,3130.3900000000003,3130.3900000000003,0.03004527979410664
9e3fac510b0bd1455e4e1b322b5098b3f518755b59df530bda32964063bb6b17,Treatment,294,294,0,2,2,0.006802721088435374,178573.87800000003,178573.87800000003,0.0,225.929,225.929,0.0012651850457097648
1f1f81825ff64ad452e4afa6b664f000791d2b7bf9e656309b9222270a627512,Treatment,65,65,0,1,1,0.015384615384615385,197909.603,197909.603,0.0,1926.0,1926.0,0.009731715747012034
28de3a45a8db4e20f21439319eb53eb447b7284cf8c2e4fb05a776364901ed95,Control,25,25,0,2,2,0.08,8972.139,8972.139,0.0,96.62,96.62,0.010768892456971522
6397d1dd1b9ebdba9d1b7fb2269d1abce49d09cdf8f9394d310fa7cf34f56d09,Treatment,50,50,0,2,2,0.04,56034.725,56034.725,0.0,244.697,244.697,0.004366881429327975
af4ae881c4d2fc85bd8c7b2ec545b2a7f79bf95c22d61823f5d952a5f75f53a9,Control,1624,1624,0,1,1,0.0006157635467980296,362811.972,362811.972,0.0,69.375,69.375,0.00019121474855851779
1029387832237471b8719e483f3d542fa65b007f6a96874cb655a2b3683f94bb,Treatment,62,62,0,1,1,0.016129032258064516,97962.67499999999,97962.67499999999,0.0,1132.0,1132.0,0.011555421490889261
0b0641dcfcf0efcac2bd6dca1ec1b6c4de3d42c0c4cf45b7d351ccf06cd56193,Treatment,35,35,0,0,0,0.0,3416.3030000000003,3416.3030000000003,0.0,0.0,0.0,0.0
c281cc95f3aecf52b7e6e70fa40dc6934d7ff536dbfb8da57e424ca094bc76c5,Treatment,3751,3751,0,10,10,0.002665955745134631,169453.924,169453.924,0.0,632.338,632.338,0.0037316220543821693
35850b1d37c2e88a3de3c67e3421f322afdff145966ecc64fe24118b531c27de,Control,498,498,0,3,3,0.006024096385542169,106725.19000000002,106725.19000000002,0.0,167.796,167.796,0.0015722248889882507
268f3a6fb00c656c5bde3a18cdf8da9dab9f964356b60b2211a42133762fa19d,Control,1131,1131,0,10,10,0.008841732979664015,133232.714,133232.714,0.0,141.668,141.668,0.0010633124234037596
1363e9b1df671fb84885328e24299f0a1834a06804215a9be37486057123121f,Treatment,92,92,0,0,0,0.0,150019.09800000003,150019.09800000003,0.0,0.0,0.0,0.0
56b760696d7447006998fd2dae738fab7b9d2f3e33d0c549f996ed472cf4eaf9,Control,53,53,0,0,0,0.0,58659.889,58659.889,0.0,0.0,0.0,0.0
72151a642e782823ed58360bb68e3ab0f200483f803b4f4ebfe0746a9c75267c,Treatment,4775,4775,0,39,39,0.008167539267015706,179380.586,179380.586,0.0,1194.5639999999999,1194.5639999999999,0.006659382860974708
5316c4743b2b0e0e596bfb6f9c7f35d7f2964d451a795402805d33e10847af64,Control,16,16,0,1,1,0.0625,1837.518,1837.518,0.0,8.865,8.865,0.004824442536073116
8f38d665c4078774b51dc800919d9950fb7b6dbf25ddab0f3a93998288df5ea1,Control,919,919,0,5,5,0.00544069640914037,273404.125,273404.125,0.0,106.182,106.182,0.00038837014620755997
05976321398cd4e96fa847e15fe1645759166d286a9f23f31e8e25b19468a5da,Treatment,489,489,0,1,1,0.002044989775051125,42696.487,42696.487,0.0,0.856,0.856,2.0048487829923804e-05
21540f27572d1caca4ff905c999b9dc824b6f2716f3e59df3bbb4f5013b4a146,Control,361,361,0,2,2,0.00554016620498615,60150.609,60150.609,0.0,99.0,99.0,0.0016458686228762872
1a0462ae4af0e88836c644c620df67e6910f424da08307eb46a7bf7a7a1fba0c,Control,767,767,0,1,1,0.001303780964797914,733088.8090000001,733088.8090000001,0.0,12.412,12.412,1.693110008994831e-05
7803ca353435c24f02399a43386739685ddf0732a0525dd3ddff7bc5ada28464,Treatment,820,820,0,4,4,0.004878048780487805,186530.66900000002,186530.66900000002,0.0,33.266,33.266,0.00017834064595565244
d54ce184f0ef86a1ef1843473152a0d69a9b8d769f248475e163761b91417323,Treatment,58,58,0,1,1,0.017241379310344827,185314.63999999998,185314.63999999998,0.0,1785.0,1785.0,0.009632266506305168
b7414351e89f1928503e8f73647f907bce6ce9dbf5dd1a6e1cf45bdf0ec9b740,Control,149,149,0,0,0,0.0,114744.46299999997,114744.46299999997,0.0,0.0,0.0,0.0
9352217318f8693769c4c5e85b6b6bdcc40096d52912ccdb44d89128cc3882a0,Control,114,114,0,10,10,0.08771929824561403,3470.447,3470.447,0.0,433.0,433.0,0.12476778927901794
ddc3ac6fdfe42904a72267ba1a576fcce0b3e9a042dbd030d402ad0013be49a9,Treatment,177,177,0,6,6,0.03389830508474576,61799.187999999995,61799.187999999995,0.0,100.59899999999999,100.59899999999999,0.0016278369223880417
1caa41bb48baca1373fb09129f3d548a5a4018c27985e58c70ad00a89e2fcc41,Control,440,440,0,1,1,0.0022727272727272726,345854.94500000007,345854.94500000007,0.0,1526.0,1526.0,0.004412254391794224
c089b8327c646b64b4da1f3c912db9db157d53413fd2a13d138f25f83c956e30,Control,150,150,0,0,0,0.0,21508.494999999995,21508.494999999995,0.0,0.0,0.0,0.0
098297b5c45405d6af7ee508e85205edf543b4259782953a85dfc10677b79494,Control,249,249,0,6,6,0.024096385542168676,47833.782,47833.782,0.0,351.7,351.7,0.007352544275089935
98e2f3534475085ca83e72327a119d196cf8b462a00d40b89ab34b2e98b249ad,Treatment,101,101,0,0,0,0.0,100249.03899999999,100249.03899999999,0.0,0.0,0.0,0.0
3c00ab7ddcc5fb914b179df0d8fd89933ce901c0ddfe3daf52c037f74e5964d4,Treatment,196,196,0,0,0,0.0,49621.388999999996,49621.388999999996,0.0,0.0,0.0,0.0
e43d44eec7fbb9047fa99085f6d8a48c18836a41b1360f620bb78f9b4d11b7df,Control,515,515,0,2,2,0.003883495145631068,32262.174999999996,32262.174999999996,0.0,88.0,88.0,0.0027276524288892493
d83905171ea3ca56b15780bdd1a4da16c12785396d7080e66dd057b6ce68770a,Treatment,19,19,0,0,0,0.0,970.9000000000001,970.9000000000001,0.0,0.0,0.0,0.0
