participant_id,assignment,total_videos,total_adjusted_videos,playlist_videos,all_ai_videos,ai_adjusted_videos,share_ai_adjusted_videos,total_watch_time,total_adjusted_watch_time,playlist_watch_time,all_ai_watch_time,ai_adjusted_watch_time,share_ai_adjusted_watch_time
fdb5784192ad35049dc9bfacc19b6a7b9333d974f15b51caa1c695ae51327cc1,Control,69,69,0,0,0,0.0,79118.32800000001,79118.32800000001,0.0,0.0,0.0,0.0
5b7ab1cc1fdece4fedb8fe7b6582e0d3b2adbac8dce18df3413fd152471d2320,Control,88,87,1,1,0,0.0,93184.36700000001,93145.36700000001,39.0,39.0,0.0,0.0
55994a723434cbfb0845d55bfe4c5dde74cd567702691226e6fb10019e5a1f60,Control,56,56,0,0,0,0.0,17998.384000000002,17998.384000000002,0.0,0.0,0.0,0.0
a155d37a45ba76adb6582c15757bb42369bfdbcc45e96f92b8a01544b6651fcc,Treatment,141,120,21,30,9,0.075,197168.748,195421.376,1747.3719999999998,8438.57,6691.198,0.03423984692442244
7ae9ec4376f913bd5b2adf7278894749f7d3a85830badaf761eb76cd7165e327,Treatment,179,158,21,21,0,0.0,53252.543000000005,51366.469000000005,1886.074,1886.074,0.0,0.0
47fe147153cb7590170d4296e92af071ea1c2d6f5883c16e065bf871b438d5f3,Treatment,3476,3455,21,63,42,0.01215629522431259,139450.122,138300.059,1150.063,3147.897,1997.8339999999998,0.014445648211907124
8a48e77b991639df127a081b09f19fb00482c6e66a41b605f5774fb4b45186ff,Control,192,192,0,0,0,0.0,62966.994999999995,62966.994999999995,0.0,0.0,0.0,0.0
00d75f00f03923c234134194b5313f73ed48246757d1056cee1d3acbbf5c401d,Control,11,11,0,1,1,0.09090909090909091,39580.314,39580.314,0.0,1227.0,1227.0,0.03100025937136325
e5b6cb8d603dd649055196310b74940db7f022dda23fa51f486bfcb2fbba1538,Treatment,31,10,21,23,2,0.2,15288.67,13403.346,1885.3240000000003,1904.653,19.329,0.0014421025913977004
f818c2a643508bf571f28399356cf86bd236f7279b3c13682c9b36f9e2558c09,Treatment,78,57,21,22,1,0.017543859649122806,9015.425,7128.883,1886.542,3168.542,1282.0,0.17983181937478845
b9b3761df447eefa4a6e091755572083ec72cdc8195d3a44392618dddcb36589,Control,171,171,0,1,1,0.005847953216374269,90353.537,90353.537,0.0,23.476,23.476,0.0002598238074509468
6a9dd3235eb51cce14e71c429c2c25b4d9f47a0e9f402321ad5e0dc53b1bf2b5,Control,699,699,0,8,8,0.011444921316165951,108558.95499999999,108558.95499999999,0.0,99.578,99.578,0.0009172711730690482
80ddc35e374a2577999befb84829f6cd9f1456453af02b78bc14011787cd8801,Treatment,111,90,21,22,1,0.011111111111111112,273530.175,271646.122,1884.053,1895.43,11.377,4.1881694891267406e-05
05bf912281ebbb4f2cfa38c876a5a8e07cbee381e9ff28a5d00c9366347b4963,Treatment,208,188,20,22,2,0.010638297872340425,40692.90700000001,38868.04000000001,1824.8669999999997,1857.8669999999997,33.0,0.0008490266038627107
3163550b5d889b401b0e77504515ada94d0c9903649fa3bf84ea6d0c904e9674,Control,2787,2787,0,12,12,0.004305705059203444,183763.854,183763.854,0.0,143.118,143.118,0.0007788147499344458
79a75fa21aa35d74c1863543f3a543620406ba451b6dd749c957162ec5fd1de6,Control,36,36,0,0,0,0.0,6630.2660000000005,6630.2660000000005,0.0,0.0,0.0,0.0
217d89a12554277f1bf1194e21b7e83708d9d4c5ab83966119e1952603cc4033,Control,103,103,0,3,3,0.02912621359223301,67932.73,67932.73,0.0,4631.0,4631.0,0.06817037972712123
d5d1c001cfed8e6c1bfbef72e54067f2ff7339f060f74ad32b47c43639ca1890,Treatment,180,161,19,21,2,0.012422360248447204,123122.94199999998,121457.27499999998,1665.6670000000001,1824.667,159.0,0.001309102316020181
51082bbf39ff4e7f06ad6e068576e206155d45974cc48bf78608ada9bf416e8e,Control,876,876,0,14,14,0.01598173515981735,243451.363,243451.363,0.0,4446.143,4446.143,0.018262962035665416
14d84ac632a761d7c695fdcbb09c87bceefd138409eb697bc7401103ac3e3567,Control,1529,1529,0,21,21,0.013734466971877043,104164.55300000001,104164.55300000001,0.0,1147.8470000000002,1147.8470000000002,0.011019554799990358
6c1eb8623b18c19cc79ab4827e6bd999162d79dd131aef22370114c675f49b82,Control,272,272,0,0,0,0.0,189024.21399999998,189024.21399999998,0.0,0.0,0.0,0.0
6f8c7c630aacfeaa49a8fc80d4a250759b2ef57d1bb150dd2dbbc2b29ea0e76a,Treatment,216,195,21,25,4,0.020512820512820513,25355.291,23468.02,1887.2709999999997,2451.537,564.2660000000001,0.024044039505676237
c31093ced71123260f0ae17798ae78a86e354436c8f29da69d0ebe3f82240e29,Treatment,240,219,21,23,2,0.0091324200913242,130536.434,128652.124,1884.3100000000002,1940.474,56.164,0.00043655711428440937
b9ac19c10f0e2d4d5bf4f4b7ac0c2bba17f216a8b5d0ad4b8bd1556f9ac690af,Treatment,199,178,21,26,5,0.028089887640449437,105288.805,103557.64799999999,1731.1570000000002,2781.1609999999996,1050.004,0.010139318729988925
9e3fac510b0bd1455e4e1b322b5098b3f518755b59df530bda32964063bb6b17,Treatment,318,298,20,35,15,0.050335570469798654,287799.06700000004,286000.32300000003,1798.7440000000001,7680.427000000001,5881.683000000001,0.02056530194897717
1f1f81825ff64ad452e4afa6b664f000791d2b7bf9e656309b9222270a627512,Treatment,72,51,21,21,0,0.0,355750.497,353866.85699999996,1883.6399999999999,1883.6399999999999,0.0,0.0
28de3a45a8db4e20f21439319eb53eb447b7284cf8c2e4fb05a776364901ed95,Control,76,76,0,4,4,0.05263157894736842,6085.181,6085.181,0.0,77.89099999999999,77.89099999999999,0.012800112272749159
6397d1dd1b9ebdba9d1b7fb2269d1abce49d09cdf8f9394d310fa7cf34f56d09,Treatment,105,84,21,21,0,0.0,55676.57,53786.942,1889.628,1889.628,0.0,0.0
af4ae881c4d2fc85bd8c7b2ec545b2a7f79bf95c22d61823f5d952a5f75f53a9,Control,1174,1174,0,0,0,0.0,576919.212,576919.212,0.0,0.0,0.0,0.0
